"TIME","GEO","SEX","MARSTA","AGE","UNIT","Value","Flag and Footnotes"
"2009","France (metropolitan)","Females","Widowed persons","Total","Number",":",""
"2009","France (metropolitan)","Females","Divorced persons","Total","Number",":",""
"2009","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2009","Italy","Total","Widowed persons","Total","Number","4,552,147",""
"2009","Italy","Total","Divorced persons","Total","Number","1,058,968",""
"2009","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2009","Italy","Males","Widowed persons","Total","Number","712,332",""
"2009","Italy","Males","Divorced persons","Total","Number","421,453",""
"2009","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2009","Italy","Females","Widowed persons","Total","Number","3,839,815",""
"2009","Italy","Females","Divorced persons","Total","Number","637,515",""
"2009","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2009","Latvia","Total","Widowed persons","Total","Number","192,155",""
"2009","Latvia","Total","Divorced persons","Total","Number","268,073",""
"2009","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2009","Latvia","Males","Widowed persons","Total","Number","27,945",""
"2009","Latvia","Males","Divorced persons","Total","Number","102,888",""
"2009","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2009","Latvia","Females","Widowed persons","Total","Number","164,210",""
"2009","Latvia","Females","Divorced persons","Total","Number","165,185",""
"2009","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2009","Lithuania","Total","Widowed persons","Total","Number","278,974",""
"2009","Lithuania","Total","Divorced persons","Total","Number","345,773",""
"2009","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2009","Lithuania","Males","Widowed persons","Total","Number","40,032",""
"2009","Lithuania","Males","Divorced persons","Total","Number","136,421",""
"2009","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2009","Lithuania","Females","Widowed persons","Total","Number","238,942",""
"2009","Lithuania","Females","Divorced persons","Total","Number","209,352",""
"2009","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2009","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2009","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2009","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2009","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2009","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2009","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2009","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2009","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2009","Hungary","Total","Persons in registered partnership","Total","Number",":",""
"2009","Hungary","Total","Widowed persons","Total","Number","966,445",""
"2009","Hungary","Total","Divorced persons","Total","Number","895,881",""
"2009","Hungary","Males","Persons in registered partnership","Total","Number",":",""
"2009","Hungary","Males","Widowed persons","Total","Number","146,654",""
"2009","Hungary","Males","Divorced persons","Total","Number","363,218",""
"2009","Hungary","Females","Persons in registered partnership","Total","Number",":",""
"2009","Hungary","Females","Widowed persons","Total","Number","819,791",""
"2009","Hungary","Females","Divorced persons","Total","Number","532,663",""
"2009","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2009","Malta","Total","Widowed persons","Total","Number","18,601",""
"2009","Malta","Total","Divorced persons","Total","Number","1,118",""
"2009","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2009","Malta","Males","Widowed persons","Total","Number","3,361",""
"2009","Malta","Males","Divorced persons","Total","Number","529",""
"2009","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2009","Malta","Females","Widowed persons","Total","Number","15,240",""
"2009","Malta","Females","Divorced persons","Total","Number","589",""
"2009","Netherlands","Total","Persons in registered partnership","Total","Number","87,999",""
"2009","Netherlands","Total","Widowed persons","Total","Number",":",""
"2009","Netherlands","Total","Divorced persons","Total","Number",":",""
"2009","Netherlands","Males","Persons in registered partnership","Total","Number","44,105",""
"2009","Netherlands","Males","Widowed persons","Total","Number",":",""
"2009","Netherlands","Males","Divorced persons","Total","Number",":",""
"2009","Netherlands","Females","Persons in registered partnership","Total","Number","43,894",""
"2009","Netherlands","Females","Widowed persons","Total","Number",":",""
"2009","Netherlands","Females","Divorced persons","Total","Number",":",""
"2009","Romania","Total","Persons in registered partnership","Total","Number",":",""
"2009","Romania","Total","Widowed persons","Total","Number","1,757,156",""
"2009","Romania","Total","Divorced persons","Total","Number","942,067",""
"2009","Romania","Males","Persons in registered partnership","Total","Number",":",""
"2009","Romania","Males","Widowed persons","Total","Number","267,582",""
"2009","Romania","Males","Divorced persons","Total","Number","365,309",""
"2009","Romania","Females","Persons in registered partnership","Total","Number",":",""
"2009","Romania","Females","Widowed persons","Total","Number","1,489,574",""
"2009","Romania","Females","Divorced persons","Total","Number","576,758",""
"2009","Slovenia","Total","Persons in registered partnership","Total","Number","30",""
"2009","Slovenia","Total","Widowed persons","Total","Number",":","b"
"2009","Slovenia","Total","Divorced persons","Total","Number",":","b"
"2009","Slovenia","Males","Persons in registered partnership","Total","Number","20",""
"2009","Slovenia","Males","Widowed persons","Total","Number",":","b"
"2009","Slovenia","Males","Divorced persons","Total","Number",":","b"
"2009","Slovenia","Females","Persons in registered partnership","Total","Number","10",""
"2009","Slovenia","Females","Widowed persons","Total","Number",":","b"
"2009","Slovenia","Females","Divorced persons","Total","Number",":","b"
"2009","Slovakia","Total","Persons in registered partnership","Total","Number",":",""
"2009","Slovakia","Total","Widowed persons","Total","Number","355,919",""
"2009","Slovakia","Total","Divorced persons","Total","Number","334,056",""
"2009","Slovakia","Males","Persons in registered partnership","Total","Number",":",""
"2009","Slovakia","Males","Widowed persons","Total","Number","40,245",""
"2009","Slovakia","Males","Divorced persons","Total","Number","140,851",""
"2009","Slovakia","Females","Persons in registered partnership","Total","Number",":",""
"2009","Slovakia","Females","Widowed persons","Total","Number","315,674",""
"2009","Slovakia","Females","Divorced persons","Total","Number","193,205",""
"2009","Finland","Total","Persons in registered partnership","Total","Number","2,801",""
"2009","Finland","Total","Widowed persons","Total","Number",":",""
"2009","Finland","Total","Divorced persons","Total","Number",":",""
"2009","Finland","Males","Persons in registered partnership","Total","Number","1,315",""
"2009","Finland","Males","Widowed persons","Total","Number",":",""
"2009","Finland","Males","Divorced persons","Total","Number",":",""
"2009","Finland","Females","Persons in registered partnership","Total","Number","1,486",""
"2009","Finland","Females","Widowed persons","Total","Number",":",""
"2009","Finland","Females","Divorced persons","Total","Number",":",""
"2009","Sweden","Total","Persons in registered partnership","Total","Number","5,294",""
"2009","Sweden","Total","Widowed persons","Total","Number",":",""
"2009","Sweden","Total","Divorced persons","Total","Number",":",""
"2009","Sweden","Males","Persons in registered partnership","Total","Number","2,670",""
"2009","Sweden","Males","Widowed persons","Total","Number",":",""
"2009","Sweden","Males","Divorced persons","Total","Number",":",""
"2009","Sweden","Females","Persons in registered partnership","Total","Number","2,624",""
"2009","Sweden","Females","Widowed persons","Total","Number",":",""
"2009","Sweden","Females","Divorced persons","Total","Number",":",""
"2009","Iceland","Total","Persons in registered partnership","Total","Number","25,335",""
"2009","Iceland","Total","Widowed persons","Total","Number",":",""
"2009","Iceland","Total","Divorced persons","Total","Number",":",""
"2009","Iceland","Males","Persons in registered partnership","Total","Number","12,642",""
"2009","Iceland","Males","Widowed persons","Total","Number",":",""
"2009","Iceland","Males","Divorced persons","Total","Number",":",""
"2009","Iceland","Females","Persons in registered partnership","Total","Number","12,693",""
"2009","Iceland","Females","Widowed persons","Total","Number",":",""
"2009","Iceland","Females","Divorced persons","Total","Number",":",""
"2009","Liechtenstein","Total","Persons in registered partnership","Total","Number",":",""
"2009","Liechtenstein","Total","Widowed persons","Total","Number","1,595",""
"2009","Liechtenstein","Total","Divorced persons","Total","Number","2,481",""
"2009","Liechtenstein","Males","Persons in registered partnership","Total","Number",":",""
"2009","Liechtenstein","Males","Widowed persons","Total","Number","257",""
"2009","Liechtenstein","Males","Divorced persons","Total","Number","1,104",""
"2009","Liechtenstein","Females","Persons in registered partnership","Total","Number",":",""
"2009","Liechtenstein","Females","Widowed persons","Total","Number","1,338",""
"2009","Liechtenstein","Females","Divorced persons","Total","Number","1,377",""
"2009","Norway","Total","Persons in registered partnership","Total","Number","4,029",""
"2009","Norway","Total","Widowed persons","Total","Number",":","b"
"2009","Norway","Total","Divorced persons","Total","Number",":","b"
"2009","Norway","Males","Persons in registered partnership","Total","Number","2,139",""
"2009","Norway","Males","Widowed persons","Total","Number",":","b"
"2009","Norway","Males","Divorced persons","Total","Number",":","b"
"2009","Norway","Females","Persons in registered partnership","Total","Number","1,890",""
"2009","Norway","Females","Widowed persons","Total","Number",":","b"
"2009","Norway","Females","Divorced persons","Total","Number",":","b"
"2009","Switzerland","Total","Persons in registered partnership","Total","Number","5,644",""
"2009","Switzerland","Total","Widowed persons","Total","Number",":",""
"2009","Switzerland","Total","Divorced persons","Total","Number",":",""
"2009","Switzerland","Males","Persons in registered partnership","Total","Number","4,017",""
"2009","Switzerland","Males","Widowed persons","Total","Number",":",""
"2009","Switzerland","Males","Divorced persons","Total","Number",":",""
"2009","Switzerland","Females","Persons in registered partnership","Total","Number","1,627",""
"2009","Switzerland","Females","Widowed persons","Total","Number",":",""
"2009","Switzerland","Females","Divorced persons","Total","Number",":",""
"2009","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2009","Turkey","Total","Widowed persons","Total","Number","2,798,826",""
"2009","Turkey","Total","Divorced persons","Total","Number","1,359,233",""
"2009","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2009","Turkey","Males","Widowed persons","Total","Number","395,042",""
"2009","Turkey","Males","Divorced persons","Total","Number","548,332",""
"2009","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2009","Turkey","Females","Widowed persons","Total","Number","2,403,784",""
"2009","Turkey","Females","Divorced persons","Total","Number","810,901",""
"2009","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2009","San Marino","Total","Widowed persons","Total","Number",":",""
"2009","San Marino","Total","Divorced persons","Total","Number",":",""
"2009","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2009","San Marino","Males","Widowed persons","Total","Number",":",""
"2009","San Marino","Males","Divorced persons","Total","Number",":",""
"2009","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2009","San Marino","Females","Widowed persons","Total","Number",":",""
"2009","San Marino","Females","Divorced persons","Total","Number",":",""
"2009","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2009","Azerbaijan","Total","Widowed persons","Total","Number",":",""
"2009","Azerbaijan","Total","Divorced persons","Total","Number",":",""
"2009","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2009","Azerbaijan","Males","Widowed persons","Total","Number",":",""
"2009","Azerbaijan","Males","Divorced persons","Total","Number",":",""
"2009","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2009","Azerbaijan","Females","Widowed persons","Total","Number",":",""
"2009","Azerbaijan","Females","Divorced persons","Total","Number",":",""
"2010","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2010","Belgium","Total","Widowed persons","Total","Number","710,927",""
"2010","Belgium","Total","Divorced persons","Total","Number","899,425",""
"2010","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2010","Belgium","Males","Widowed persons","Total","Number","138,243",""
"2010","Belgium","Males","Divorced persons","Total","Number","408,728",""
"2010","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2010","Belgium","Females","Widowed persons","Total","Number","572,684",""
"2010","Belgium","Females","Divorced persons","Total","Number","490,697",""
"2010","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2010","Bulgaria","Total","Widowed persons","Total","Number",":",""
"2010","Bulgaria","Total","Divorced persons","Total","Number",":",""
"2010","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
"2010","Bulgaria","Males","Widowed persons","Total","Number",":",""
"2010","Bulgaria","Males","Divorced persons","Total","Number",":",""
"2010","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2010","Bulgaria","Females","Widowed persons","Total","Number",":",""
"2010","Bulgaria","Females","Divorced persons","Total","Number",":",""
"2010","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2010","Czechia","Total","Widowed persons","Total","Number","748,756",""
"2010","Czechia","Total","Divorced persons","Total","Number","1,045,975",""
"2010","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2010","Czechia","Males","Widowed persons","Total","Number","119,976",""
"2010","Czechia","Males","Divorced persons","Total","Number","461,238",""
"2010","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2010","Czechia","Females","Widowed persons","Total","Number","628,780",""
"2010","Czechia","Females","Divorced persons","Total","Number","584,737",""
"2010","Denmark","Total","Persons in registered partnership","Total","Number","8,364",""
"2010","Denmark","Total","Widowed persons","Total","Number",":",""
"2010","Denmark","Total","Divorced persons","Total","Number",":",""
"2010","Denmark","Males","Persons in registered partnership","Total","Number","4,102",""
"2010","Denmark","Males","Widowed persons","Total","Number",":",""
"2010","Denmark","Males","Divorced persons","Total","Number",":",""
"2010","Denmark","Females","Persons in registered partnership","Total","Number","4,262",""
"2010","Denmark","Females","Widowed persons","Total","Number",":",""
"2010","Denmark","Females","Divorced persons","Total","Number",":",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number",":",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number","5,900,278",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number","6,366,017",""
"2010","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number",":",""
"2010","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number","1,153,533",""
"2010","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number","2,916,999",""
"2010","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number",":",""
"2010","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number","4,746,745",""
"2010","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number","3,449,018",""
"2010","Germany including former GDR","Total","Persons in registered partnership","Total","Number",":",""
"2010","Germany including former GDR","Total","Widowed persons","Total","Number","5,900,278",""
"2010","Germany including former GDR","Total","Divorced persons","Total","Number","6,366,017",""
"2010","Germany including former GDR","Males","Persons in registered partnership","Total","Number",":",""
"2010","Germany including former GDR","Males","Widowed persons","Total","Number","1,153,533",""
"2010","Germany including former GDR","Males","Divorced persons","Total","Number","2,916,999",""
"2010","Germany including former GDR","Females","Persons in registered partnership","Total","Number",":",""
"2010","Germany including former GDR","Females","Widowed persons","Total","Number","4,746,745",""
"2010","Germany including former GDR","Females","Divorced persons","Total","Number","3,449,018",""
"2010","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2010","Estonia","Total","Widowed persons","Total","Number",":",""
"2010","Estonia","Total","Divorced persons","Total","Number",":",""
"2010","Estonia","Males","Persons in registered partnership","Total","Number",":",""
"2010","Estonia","Males","Widowed persons","Total","Number",":",""
"2010","Estonia","Males","Divorced persons","Total","Number",":",""
"2010","Estonia","Females","Persons in registered partnership","Total","Number",":",""
"2010","Estonia","Females","Widowed persons","Total","Number",":",""
"2010","Estonia","Females","Divorced persons","Total","Number",":",""
"2010","France","Total","Persons in registered partnership","Total","Number",":",""
"2010","France","Total","Widowed persons","Total","Number",":",""
"2010","France","Total","Divorced persons","Total","Number",":",""
"2010","France","Males","Persons in registered partnership","Total","Number",":",""
"2010","France","Males","Widowed persons","Total","Number",":",""
"2010","France","Males","Divorced persons","Total","Number",":",""
"2010","France","Females","Persons in registered partnership","Total","Number",":",""
"2010","France","Females","Widowed persons","Total","Number",":",""
"2010","France","Females","Divorced persons","Total","Number",":",""
"2010","France (metropolitan)","Total","Persons in registered partnership","Total","Number",":",""
"2010","France (metropolitan)","Total","Widowed persons","Total","Number","3,615,119",""
"2010","France (metropolitan)","Total","Divorced persons","Total","Number","3,844,812",""
"2010","France (metropolitan)","Males","Persons in registered partnership","Total","Number",":",""
"2010","France (metropolitan)","Males","Widowed persons","Total","Number","624,585",""
"2010","France (metropolitan)","Males","Divorced persons","Total","Number","1,589,678",""
"2010","France (metropolitan)","Females","Persons in registered partnership","Total","Number",":",""
"2010","France (metropolitan)","Females","Widowed persons","Total","Number","2,990,534",""
"2010","France (metropolitan)","Females","Divorced persons","Total","Number","2,255,134",""
"2010","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2010","Italy","Total","Widowed persons","Total","Number","4,556,721",""
"2010","Italy","Total","Divorced persons","Total","Number","1,118,359",""
"2010","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2010","Italy","Males","Widowed persons","Total","Number","718,196",""
"2010","Italy","Males","Divorced persons","Total","Number","448,436",""
"2010","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2010","Italy","Females","Widowed persons","Total","Number","3,838,525",""
"2010","Italy","Females","Divorced persons","Total","Number","669,923",""
"2010","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2010","Latvia","Total","Widowed persons","Total","Number","190,749",""
"2010","Latvia","Total","Divorced persons","Total","Number","269,213",""
"2010","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2010","Latvia","Males","Widowed persons","Total","Number","27,849",""
"2010","Latvia","Males","Divorced persons","Total","Number","103,178",""
"2010","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2010","Latvia","Females","Widowed persons","Total","Number","162,900",""
"2010","Latvia","Females","Divorced persons","Total","Number","166,035",""
"2010","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2010","Lithuania","Total","Widowed persons","Total","Number","263,843",""
"2010","Lithuania","Total","Divorced persons","Total","Number","338,867",""
"2010","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2010","Lithuania","Males","Widowed persons","Total","Number","36,346",""
"2010","Lithuania","Males","Divorced persons","Total","Number","132,483",""
"2010","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2010","Lithuania","Females","Widowed persons","Total","Number","227,497",""
"2010","Lithuania","Females","Divorced persons","Total","Number","206,384",""
"2010","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2010","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2010","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2010","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2010","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2010","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2010","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2010","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2010","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2010","Hungary","Total","Persons in registered partnership","Total","Number","130",""
"2010","Hungary","Total","Widowed persons","Total","Number",":","b"
"2010","Hungary","Total","Divorced persons","Total","Number",":","b"
"2010","Hungary","Males","Persons in registered partnership","Total","Number","94",""
"2010","Hungary","Males","Widowed persons","Total","Number",":","b"
"2010","Hungary","Males","Divorced persons","Total","Number",":","b"
"2010","Hungary","Females","Persons in registered partnership","Total","Number","36",""
"2010","Hungary","Females","Widowed persons","Total","Number",":","b"
"2010","Hungary","Females","Divorced persons","Total","Number",":","b"
"2010","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2010","Malta","Total","Widowed persons","Total","Number","20,955",""
"2010","Malta","Total","Divorced persons","Total","Number","1,005",""
"2010","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2010","Malta","Males","Widowed persons","Total","Number","4,503",""
"2010","Malta","Males","Divorced persons","Total","Number","452",""
"2010","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2010","Malta","Females","Widowed persons","Total","Number","16,452",""
"2010","Malta","Females","Divorced persons","Total","Number","553",""
"2010","Netherlands","Total","Persons in registered partnership","Total","Number","100,966",""
"2010","Netherlands","Total","Widowed persons","Total","Number",":",""
"2010","Netherlands","Total","Divorced persons","Total","Number",":",""
"2010","Netherlands","Males","Persons in registered partnership","Total","Number","50,525",""
"2010","Netherlands","Males","Widowed persons","Total","Number",":",""
"2010","Netherlands","Males","Divorced persons","Total","Number",":",""
"2010","Netherlands","Females","Persons in registered partnership","Total","Number","50,441",""
"2010","Netherlands","Females","Widowed persons","Total","Number",":",""
"2010","Netherlands","Females","Divorced persons","Total","Number",":",""
"2010","Romania","Total","Persons in registered partnership","Total","Number",":",""
"2010","Romania","Total","Widowed persons","Total","Number","1,729,099",""
"2010","Romania","Total","Divorced persons","Total","Number","959,245",""
"2010","Romania","Males","Persons in registered partnership","Total","Number",":",""
"2010","Romania","Males","Widowed persons","Total","Number","251,082",""
"2010","Romania","Males","Divorced persons","Total","Number","371,162",""
"2010","Romania","Females","Persons in registered partnership","Total","Number",":",""
"2010","Romania","Females","Widowed persons","Total","Number","1,478,017",""
"2010","Romania","Females","Divorced persons","Total","Number","588,083",""
"2010","Slovenia","Total","Persons in registered partnership","Total","Number",":","b"
"2010","Slovenia","Total","Widowed persons","Total","Number","143,823",""
"2010","Slovenia","Total","Divorced persons","Total","Number","108,030",""
"2010","Slovenia","Males","Persons in registered partnership","Total","Number",":","b"
"2010","Slovenia","Males","Widowed persons","Total","Number","22,552",""
"2010","Slovenia","Males","Divorced persons","Total","Number","44,375",""
"2010","Slovenia","Females","Persons in registered partnership","Total","Number",":","b"
"2010","Slovenia","Females","Widowed persons","Total","Number","121,271",""
"2010","Slovenia","Females","Divorced persons","Total","Number","63,655",""
"2010","Slovakia","Total","Persons in registered partnership","Total","Number",":",""
"2010","Slovakia","Total","Widowed persons","Total","Number","350,031",""
"2010","Slovakia","Total","Divorced persons","Total","Number","349,203",""
"2010","Slovakia","Males","Persons in registered partnership","Total","Number",":",""
"2010","Slovakia","Males","Widowed persons","Total","Number","37,743",""
"2010","Slovakia","Males","Divorced persons","Total","Number","147,725",""
"2010","Slovakia","Females","Persons in registered partnership","Total","Number",":",""
"2010","Slovakia","Females","Widowed persons","Total","Number","312,288",""
"2010","Slovakia","Females","Divorced persons","Total","Number","201,478",""
"2010","Finland","Total","Persons in registered partnership","Total","Number","3,167",""
"2010","Finland","Total","Widowed persons","Total","Number",":",""
"2010","Finland","Total","Divorced persons","Total","Number",":",""
"2010","Finland","Males","Persons in registered partnership","Total","Number","1,443",""
"2010","Finland","Males","Widowed persons","Total","Number",":",""
"2010","Finland","Males","Divorced persons","Total","Number",":",""
"2010","Finland","Females","Persons in registered partnership","Total","Number","1,724",""
"2010","Finland","Females","Widowed persons","Total","Number",":",""
"2010","Finland","Females","Divorced persons","Total","Number",":",""
"2010","Sweden","Total","Persons in registered partnership","Total","Number","4,314",""
"2010","Sweden","Total","Widowed persons","Total","Number",":",""
"2010","Sweden","Total","Divorced persons","Total","Number",":",""
"2010","Sweden","Males","Persons in registered partnership","Total","Number","2,178",""
"2010","Sweden","Males","Widowed persons","Total","Number",":",""
"2010","Sweden","Males","Divorced persons","Total","Number",":",""
"2010","Sweden","Females","Persons in registered partnership","Total","Number","2,136",""
"2010","Sweden","Females","Widowed persons","Total","Number",":",""
"2010","Sweden","Females","Divorced persons","Total","Number",":",""
"2010","Iceland","Total","Persons in registered partnership","Total","Number","25,058",""
"2010","Iceland","Total","Widowed persons","Total","Number",":",""
"2010","Iceland","Total","Divorced persons","Total","Number",":",""
"2010","Iceland","Males","Persons in registered partnership","Total","Number","12,511",""
"2010","Iceland","Males","Widowed persons","Total","Number",":",""
"2010","Iceland","Males","Divorced persons","Total","Number",":",""
"2010","Iceland","Females","Persons in registered partnership","Total","Number","12,547",""
"2010","Iceland","Females","Widowed persons","Total","Number",":",""
"2010","Iceland","Females","Divorced persons","Total","Number",":",""
"2010","Liechtenstein","Total","Persons in registered partnership","Total","Number",":",""
"2010","Liechtenstein","Total","Widowed persons","Total","Number","1,602",""
"2010","Liechtenstein","Total","Divorced persons","Total","Number","2,618",""
"2010","Liechtenstein","Males","Persons in registered partnership","Total","Number",":",""
"2010","Liechtenstein","Males","Widowed persons","Total","Number","257",""
"2010","Liechtenstein","Males","Divorced persons","Total","Number","1,164",""
"2010","Liechtenstein","Females","Persons in registered partnership","Total","Number",":",""
"2010","Liechtenstein","Females","Widowed persons","Total","Number","1,345",""
"2010","Liechtenstein","Females","Divorced persons","Total","Number","1,454",""
"2010","Norway","Total","Persons in registered partnership","Total","Number","2,563",""
"2010","Norway","Total","Widowed persons","Total","Number",":","b"
"2010","Norway","Total","Divorced persons","Total","Number",":","b"
"2010","Norway","Males","Persons in registered partnership","Total","Number","1,465",""
"2010","Norway","Males","Widowed persons","Total","Number",":","b"
"2010","Norway","Males","Divorced persons","Total","Number",":","b"
"2010","Norway","Females","Persons in registered partnership","Total","Number","1,098",""
"2010","Norway","Females","Widowed persons","Total","Number",":","b"
"2010","Norway","Females","Divorced persons","Total","Number",":","b"
"2010","Switzerland","Total","Persons in registered partnership","Total","Number","7,220",""
"2010","Switzerland","Total","Widowed persons","Total","Number",":",""
"2010","Switzerland","Total","Divorced persons","Total","Number",":",""
"2010","Switzerland","Males","Persons in registered partnership","Total","Number","5,056",""
"2010","Switzerland","Males","Widowed persons","Total","Number",":",""
"2010","Switzerland","Males","Divorced persons","Total","Number",":",""
"2010","Switzerland","Females","Persons in registered partnership","Total","Number","2,164",""
"2010","Switzerland","Females","Widowed persons","Total","Number",":",""
"2010","Switzerland","Females","Divorced persons","Total","Number",":",""
"2010","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2010","Turkey","Total","Widowed persons","Total","Number","2,866,024",""
"2010","Turkey","Total","Divorced persons","Total","Number","1,440,440",""
"2010","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2010","Turkey","Males","Widowed persons","Total","Number","405,624",""
"2010","Turkey","Males","Divorced persons","Total","Number","581,143",""
"2010","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2010","Turkey","Females","Widowed persons","Total","Number","2,460,400",""
"2010","Turkey","Females","Divorced persons","Total","Number","859,297",""
"2010","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2010","San Marino","Total","Widowed persons","Total","Number",":",""
"2010","San Marino","Total","Divorced persons","Total","Number",":",""
"2010","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2010","San Marino","Males","Widowed persons","Total","Number",":",""
"2010","San Marino","Males","Divorced persons","Total","Number",":",""
"2010","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2010","San Marino","Females","Widowed persons","Total","Number",":",""
"2010","San Marino","Females","Divorced persons","Total","Number",":",""
"2010","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2010","Azerbaijan","Total","Widowed persons","Total","Number","467,501",""
"2010","Azerbaijan","Total","Divorced persons","Total","Number","127,126",""
"2010","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2010","Azerbaijan","Males","Widowed persons","Total","Number","71,636",""
"2010","Azerbaijan","Males","Divorced persons","Total","Number","30,398",""
"2010","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2010","Azerbaijan","Females","Widowed persons","Total","Number","395,865",""
"2010","Azerbaijan","Females","Divorced persons","Total","Number","96,728",""
"2011","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2011","Belgium","Total","Widowed persons","Total","Number","708,544","b"
"2011","Belgium","Total","Divorced persons","Total","Number","923,640","b"
"2011","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2011","Belgium","Males","Widowed persons","Total","Number","138,659","b"
"2011","Belgium","Males","Divorced persons","Total","Number","418,809","b"
"2011","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2011","Belgium","Females","Widowed persons","Total","Number","569,885","b"
"2011","Belgium","Females","Divorced persons","Total","Number","504,831","b"
"2011","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2011","Bulgaria","Total","Widowed persons","Total","Number",":",""
"2011","Bulgaria","Total","Divorced persons","Total","Number",":",""
"2011","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
