"TIME","GEO","SEX","MARSTA","AGE","UNIT","Value","Flag and Footnotes"
"2004","Netherlands","Males","Divorced persons","Total","Number","412,867",""
"2004","Netherlands","Females","Persons in registered partnership","Total","Number",":",""
"2004","Netherlands","Females","Widowed persons","Total","Number","709,810",""
"2004","Netherlands","Females","Divorced persons","Total","Number","543,674",""
"2004","Romania","Total","Persons in registered partnership","Total","Number",":",""
"2004","Romania","Total","Widowed persons","Total","Number","1,871,846",""
"2004","Romania","Total","Divorced persons","Total","Number","855,741",""
"2004","Romania","Males","Persons in registered partnership","Total","Number",":",""
"2004","Romania","Males","Widowed persons","Total","Number","338,091",""
"2004","Romania","Males","Divorced persons","Total","Number","335,333",""
"2004","Romania","Females","Persons in registered partnership","Total","Number",":",""
"2004","Romania","Females","Widowed persons","Total","Number","1,533,755",""
"2004","Romania","Females","Divorced persons","Total","Number","520,408",""
"2004","Slovenia","Total","Persons in registered partnership","Total","Number",":",""
"2004","Slovenia","Total","Widowed persons","Total","Number","132,431",""
"2004","Slovenia","Total","Divorced persons","Total","Number","86,989",""
"2004","Slovenia","Males","Persons in registered partnership","Total","Number",":",""
"2004","Slovenia","Males","Widowed persons","Total","Number","20,982",""
"2004","Slovenia","Males","Divorced persons","Total","Number","36,281",""
"2004","Slovenia","Females","Persons in registered partnership","Total","Number",":",""
"2004","Slovenia","Females","Widowed persons","Total","Number","111,449",""
"2004","Slovenia","Females","Divorced persons","Total","Number","50,708",""
"2004","Slovakia","Total","Persons in registered partnership","Total","Number",":",""
"2004","Slovakia","Total","Widowed persons","Total","Number","382,189",""
"2004","Slovakia","Total","Divorced persons","Total","Number","265,532",""
"2004","Slovakia","Males","Persons in registered partnership","Total","Number",":",""
"2004","Slovakia","Males","Widowed persons","Total","Number","53,137",""
"2004","Slovakia","Males","Divorced persons","Total","Number","110,178",""
"2004","Slovakia","Females","Persons in registered partnership","Total","Number",":",""
"2004","Slovakia","Females","Widowed persons","Total","Number","329,052",""
"2004","Slovakia","Females","Divorced persons","Total","Number","155,354",""
"2004","Finland","Total","Persons in registered partnership","Total","Number",":",""
"2004","Finland","Total","Widowed persons","Total","Number","307,691",""
"2004","Finland","Total","Divorced persons","Total","Number","469,984",""
"2004","Finland","Males","Persons in registered partnership","Total","Number",":",""
"2004","Finland","Males","Widowed persons","Total","Number","52,049",""
"2004","Finland","Males","Divorced persons","Total","Number","205,789",""
"2004","Finland","Females","Persons in registered partnership","Total","Number",":",""
"2004","Finland","Females","Widowed persons","Total","Number","255,642",""
"2004","Finland","Females","Divorced persons","Total","Number","264,195",""
"2004","Sweden","Total","Persons in registered partnership","Total","Number",":",""
"2004","Sweden","Total","Widowed persons","Total","Number","521,002",""
"2004","Sweden","Total","Divorced persons","Total","Number","825,726",""
"2004","Sweden","Males","Persons in registered partnership","Total","Number",":",""
"2004","Sweden","Males","Widowed persons","Total","Number","106,139",""
"2004","Sweden","Males","Divorced persons","Total","Number","364,116",""
"2004","Sweden","Females","Persons in registered partnership","Total","Number",":",""
"2004","Sweden","Females","Widowed persons","Total","Number","414,863",""
"2004","Sweden","Females","Divorced persons","Total","Number","461,610",""
"2004","Iceland","Total","Persons in registered partnership","Total","Number",":",""
"2004","Iceland","Total","Widowed persons","Total","Number",":",""
"2004","Iceland","Total","Divorced persons","Total","Number",":",""
"2004","Iceland","Males","Persons in registered partnership","Total","Number",":",""
"2004","Iceland","Males","Widowed persons","Total","Number",":",""
"2004","Iceland","Males","Divorced persons","Total","Number",":",""
"2004","Iceland","Females","Persons in registered partnership","Total","Number",":",""
"2004","Iceland","Females","Widowed persons","Total","Number",":",""
"2004","Iceland","Females","Divorced persons","Total","Number",":",""
"2004","Liechtenstein","Total","Persons in registered partnership","Total","Number",":",""
"2004","Liechtenstein","Total","Widowed persons","Total","Number",":",""
"2004","Liechtenstein","Total","Divorced persons","Total","Number",":",""
"2004","Liechtenstein","Males","Persons in registered partnership","Total","Number",":",""
"2004","Liechtenstein","Males","Widowed persons","Total","Number",":",""
"2004","Liechtenstein","Males","Divorced persons","Total","Number",":",""
"2004","Liechtenstein","Females","Persons in registered partnership","Total","Number",":",""
"2004","Liechtenstein","Females","Widowed persons","Total","Number",":",""
"2004","Liechtenstein","Females","Divorced persons","Total","Number",":",""
"2004","Norway","Total","Persons in registered partnership","Total","Number",":",""
"2004","Norway","Total","Widowed persons","Total","Number",":",""
"2004","Norway","Total","Divorced persons","Total","Number",":",""
"2004","Norway","Males","Persons in registered partnership","Total","Number",":",""
"2004","Norway","Males","Widowed persons","Total","Number",":",""
"2004","Norway","Males","Divorced persons","Total","Number",":",""
"2004","Norway","Females","Persons in registered partnership","Total","Number",":",""
"2004","Norway","Females","Widowed persons","Total","Number",":",""
"2004","Norway","Females","Divorced persons","Total","Number",":",""
"2004","Switzerland","Total","Persons in registered partnership","Total","Number",":",""
"2004","Switzerland","Total","Widowed persons","Total","Number","407,876",""
"2004","Switzerland","Total","Divorced persons","Total","Number","443,133",""
"2004","Switzerland","Males","Persons in registered partnership","Total","Number",":",""
"2004","Switzerland","Males","Widowed persons","Total","Number","69,682",""
"2004","Switzerland","Males","Divorced persons","Total","Number","183,320",""
"2004","Switzerland","Females","Persons in registered partnership","Total","Number",":",""
"2004","Switzerland","Females","Widowed persons","Total","Number","338,194",""
"2004","Switzerland","Females","Divorced persons","Total","Number","259,813",""
"2004","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2004","Turkey","Total","Widowed persons","Total","Number",":",""
"2004","Turkey","Total","Divorced persons","Total","Number",":",""
"2004","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2004","Turkey","Males","Widowed persons","Total","Number",":",""
"2004","Turkey","Males","Divorced persons","Total","Number",":",""
"2004","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2004","Turkey","Females","Widowed persons","Total","Number",":",""
"2004","Turkey","Females","Divorced persons","Total","Number",":",""
"2004","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2004","San Marino","Total","Widowed persons","Total","Number",":",""
"2004","San Marino","Total","Divorced persons","Total","Number",":",""
"2004","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2004","San Marino","Males","Widowed persons","Total","Number",":",""
"2004","San Marino","Males","Divorced persons","Total","Number",":",""
"2004","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2004","San Marino","Females","Widowed persons","Total","Number",":",""
"2004","San Marino","Females","Divorced persons","Total","Number",":",""
"2004","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2004","Azerbaijan","Total","Widowed persons","Total","Number",":",""
"2004","Azerbaijan","Total","Divorced persons","Total","Number",":",""
"2004","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2004","Azerbaijan","Males","Widowed persons","Total","Number",":",""
"2004","Azerbaijan","Males","Divorced persons","Total","Number",":",""
"2004","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2004","Azerbaijan","Females","Widowed persons","Total","Number",":",""
"2004","Azerbaijan","Females","Divorced persons","Total","Number",":",""
"2005","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2005","Belgium","Total","Widowed persons","Total","Number","721,439",""
"2005","Belgium","Total","Divorced persons","Total","Number","753,564",""
"2005","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2005","Belgium","Males","Widowed persons","Total","Number","136,261",""
"2005","Belgium","Males","Divorced persons","Total","Number","345,576",""
"2005","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2005","Belgium","Females","Widowed persons","Total","Number","585,178",""
"2005","Belgium","Females","Divorced persons","Total","Number","407,988",""
"2005","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2005","Bulgaria","Total","Widowed persons","Total","Number",":",""
"2005","Bulgaria","Total","Divorced persons","Total","Number",":",""
"2005","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
"2005","Bulgaria","Males","Widowed persons","Total","Number",":",""
"2005","Bulgaria","Males","Divorced persons","Total","Number",":",""
"2005","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2005","Bulgaria","Females","Widowed persons","Total","Number",":",""
"2005","Bulgaria","Females","Divorced persons","Total","Number",":",""
"2005","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2005","Czechia","Total","Widowed persons","Total","Number","764,589",""
"2005","Czechia","Total","Divorced persons","Total","Number","922,212",""
"2005","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2005","Czechia","Males","Widowed persons","Total","Number","118,887",""
"2005","Czechia","Males","Divorced persons","Total","Number","404,718",""
"2005","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2005","Czechia","Females","Widowed persons","Total","Number","645,702",""
"2005","Czechia","Females","Divorced persons","Total","Number","517,494",""
"2005","Denmark","Total","Persons in registered partnership","Total","Number",":",""
"2005","Denmark","Total","Widowed persons","Total","Number","329,242",""
"2005","Denmark","Total","Divorced persons","Total","Number","413,587",""
"2005","Denmark","Males","Persons in registered partnership","Total","Number",":",""
"2005","Denmark","Males","Widowed persons","Total","Number","72,357",""
"2005","Denmark","Males","Divorced persons","Total","Number","180,649",""
"2005","Denmark","Females","Persons in registered partnership","Total","Number",":",""
"2005","Denmark","Females","Widowed persons","Total","Number","256,885",""
"2005","Denmark","Females","Divorced persons","Total","Number","232,938",""
"2005","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number",":",""
"2005","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number",":",""
"2005","Germany including former GDR","Total","Persons in registered partnership","Total","Number",":",""
"2005","Germany including former GDR","Total","Widowed persons","Total","Number",":",""
"2005","Germany including former GDR","Total","Divorced persons","Total","Number",":",""
"2005","Germany including former GDR","Males","Persons in registered partnership","Total","Number",":",""
"2005","Germany including former GDR","Males","Widowed persons","Total","Number",":",""
"2005","Germany including former GDR","Males","Divorced persons","Total","Number",":",""
"2005","Germany including former GDR","Females","Persons in registered partnership","Total","Number",":",""
"2005","Germany including former GDR","Females","Widowed persons","Total","Number",":",""
"2005","Germany including former GDR","Females","Divorced persons","Total","Number",":",""
"2005","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2005","Estonia","Total","Widowed persons","Total","Number",":",""
"2005","Estonia","Total","Divorced persons","Total","Number",":",""
"2005","Estonia","Males","Persons in registered partnership","Total","Number",":",""
"2005","Estonia","Males","Widowed persons","Total","Number",":",""
"2005","Estonia","Males","Divorced persons","Total","Number",":",""
"2005","Estonia","Females","Persons in registered partnership","Total","Number",":",""
"2005","Estonia","Females","Widowed persons","Total","Number",":",""
"2005","Estonia","Females","Divorced persons","Total","Number",":",""
"2005","France","Total","Persons in registered partnership","Total","Number",":",""
"2005","France","Total","Widowed persons","Total","Number",":",""
"2005","France","Total","Divorced persons","Total","Number",":",""
"2005","France","Males","Persons in registered partnership","Total","Number",":",""
"2005","France","Males","Widowed persons","Total","Number",":",""
"2005","France","Males","Divorced persons","Total","Number",":",""
"2005","France","Females","Persons in registered partnership","Total","Number",":",""
"2005","France","Females","Widowed persons","Total","Number",":",""
"2005","France","Females","Divorced persons","Total","Number",":",""
"2005","France (metropolitan)","Total","Persons in registered partnership","Total","Number",":",""
"2005","France (metropolitan)","Total","Widowed persons","Total","Number","3,944,155",""
"2005","France (metropolitan)","Total","Divorced persons","Total","Number","3,401,357",""
"2005","France (metropolitan)","Males","Persons in registered partnership","Total","Number",":",""
"2005","France (metropolitan)","Males","Widowed persons","Total","Number","646,064",""
"2005","France (metropolitan)","Males","Divorced persons","Total","Number","1,404,487",""
"2005","France (metropolitan)","Females","Persons in registered partnership","Total","Number",":",""
"2005","France (metropolitan)","Females","Widowed persons","Total","Number","3,298,091",""
"2005","France (metropolitan)","Females","Divorced persons","Total","Number","1,996,870",""
"2005","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2005","Italy","Total","Widowed persons","Total","Number","4,523,812",""
"2005","Italy","Total","Divorced persons","Total","Number","825,612",""
"2005","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2005","Italy","Males","Widowed persons","Total","Number","697,226",""
"2005","Italy","Males","Divorced persons","Total","Number","328,823",""
"2005","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2005","Italy","Females","Widowed persons","Total","Number","3,826,586",""
"2005","Italy","Females","Divorced persons","Total","Number","496,789",""
"2005","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2005","Latvia","Total","Widowed persons","Total","Number","190,140",""
"2005","Latvia","Total","Divorced persons","Total","Number","253,862",""
"2005","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2005","Latvia","Males","Widowed persons","Total","Number","27,266",""
"2005","Latvia","Males","Divorced persons","Total","Number","97,788",""
"2005","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2005","Latvia","Females","Widowed persons","Total","Number","162,874",""
"2005","Latvia","Females","Divorced persons","Total","Number","156,074",""
"2005","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2005","Lithuania","Total","Widowed persons","Total","Number","280,845",""
"2005","Lithuania","Total","Divorced persons","Total","Number","322,748",""
"2005","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2005","Lithuania","Males","Widowed persons","Total","Number","40,110",""
"2005","Lithuania","Males","Divorced persons","Total","Number","128,230",""
"2005","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2005","Lithuania","Females","Widowed persons","Total","Number","240,735",""
"2005","Lithuania","Females","Divorced persons","Total","Number","194,518",""
"2005","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2005","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2005","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2005","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2005","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2005","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2005","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2005","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2005","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2005","Hungary","Total","Persons in registered partnership","Total","Number",":",""
"2005","Hungary","Total","Widowed persons","Total","Number","982,674",""
"2005","Hungary","Total","Divorced persons","Total","Number","825,228",""
"2005","Hungary","Males","Persons in registered partnership","Total","Number",":",""
"2005","Hungary","Males","Widowed persons","Total","Number","149,893",""
"2005","Hungary","Males","Divorced persons","Total","Number","333,365",""
"2005","Hungary","Females","Persons in registered partnership","Total","Number",":",""
"2005","Hungary","Females","Widowed persons","Total","Number","832,781",""
"2005","Hungary","Females","Divorced persons","Total","Number","491,863",""
"2005","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2005","Malta","Total","Widowed persons","Total","Number",":",""
"2005","Malta","Total","Divorced persons","Total","Number",":",""
"2005","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2005","Malta","Males","Widowed persons","Total","Number",":",""
"2005","Malta","Males","Divorced persons","Total","Number",":",""
"2005","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2005","Malta","Females","Widowed persons","Total","Number",":",""
"2005","Malta","Females","Divorced persons","Total","Number",":",""
"2005","Netherlands","Total","Persons in registered partnership","Total","Number",":",""
"2005","Netherlands","Total","Widowed persons","Total","Number","876,605",""
"2005","Netherlands","Total","Divorced persons","Total","Number","976,172",""
"2005","Netherlands","Males","Persons in registered partnership","Total","Number",":",""
"2005","Netherlands","Males","Widowed persons","Total","Number","169,472",""
"2005","Netherlands","Males","Divorced persons","Total","Number","420,610",""
"2005","Netherlands","Females","Persons in registered partnership","Total","Number",":",""
"2005","Netherlands","Females","Widowed persons","Total","Number","707,133",""
"2005","Netherlands","Females","Divorced persons","Total","Number","555,562",""
"2005","Romania","Total","Persons in registered partnership","Total","Number",":",""
"2005","Romania","Total","Widowed persons","Total","Number","1,851,351",""
"2005","Romania","Total","Divorced persons","Total","Number","876,342",""
"2005","Romania","Males","Persons in registered partnership","Total","Number",":",""
"2005","Romania","Males","Widowed persons","Total","Number","323,890",""
"2005","Romania","Males","Divorced persons","Total","Number","343,046",""
"2005","Romania","Females","Persons in registered partnership","Total","Number",":",""
"2005","Romania","Females","Widowed persons","Total","Number","1,527,461",""
"2005","Romania","Females","Divorced persons","Total","Number","533,296",""
"2005","Slovenia","Total","Persons in registered partnership","Total","Number",":",""
"2005","Slovenia","Total","Widowed persons","Total","Number","133,949",""
"2005","Slovenia","Total","Divorced persons","Total","Number","89,471",""
"2005","Slovenia","Males","Persons in registered partnership","Total","Number",":",""
"2005","Slovenia","Males","Widowed persons","Total","Number","21,321",""
"2005","Slovenia","Males","Divorced persons","Total","Number","37,377",""
"2005","Slovenia","Females","Persons in registered partnership","Total","Number",":",""
"2005","Slovenia","Females","Widowed persons","Total","Number","112,628",""
"2005","Slovenia","Females","Divorced persons","Total","Number","52,094",""
"2005","Slovakia","Total","Persons in registered partnership","Total","Number",":",""
"2005","Slovakia","Total","Widowed persons","Total","Number","376,900",""
"2005","Slovakia","Total","Divorced persons","Total","Number","278,040",""
"2005","Slovakia","Males","Persons in registered partnership","Total","Number",":",""
"2005","Slovakia","Males","Widowed persons","Total","Number","50,332",""
"2005","Slovakia","Males","Divorced persons","Total","Number","115,845",""
"2005","Slovakia","Females","Persons in registered partnership","Total","Number",":",""
"2005","Slovakia","Females","Widowed persons","Total","Number","326,568",""
"2005","Slovakia","Females","Divorced persons","Total","Number","162,195",""
"2005","Finland","Total","Persons in registered partnership","Total","Number",":",""
"2005","Finland","Total","Widowed persons","Total","Number","305,600",""
"2005","Finland","Total","Divorced persons","Total","Number","477,106",""
"2005","Finland","Males","Persons in registered partnership","Total","Number",":",""
"2005","Finland","Males","Widowed persons","Total","Number","52,098",""
"2005","Finland","Males","Divorced persons","Total","Number","208,660",""
"2005","Finland","Females","Persons in registered partnership","Total","Number",":",""
"2005","Finland","Females","Widowed persons","Total","Number","253,502",""
"2005","Finland","Females","Divorced persons","Total","Number","268,446",""
"2005","Sweden","Total","Persons in registered partnership","Total","Number",":",""
"2005","Sweden","Total","Widowed persons","Total","Number","514,629",""
"2005","Sweden","Total","Divorced persons","Total","Number","834,690",""
"2005","Sweden","Males","Persons in registered partnership","Total","Number",":",""
"2005","Sweden","Males","Widowed persons","Total","Number","105,547",""
"2005","Sweden","Males","Divorced persons","Total","Number","367,681",""
"2005","Sweden","Females","Persons in registered partnership","Total","Number",":",""
"2005","Sweden","Females","Widowed persons","Total","Number","409,082",""
"2005","Sweden","Females","Divorced persons","Total","Number","467,009",""
"2005","Iceland","Total","Persons in registered partnership","Total","Number",":",""
"2005","Iceland","Total","Widowed persons","Total","Number",":",""
"2005","Iceland","Total","Divorced persons","Total","Number",":",""
"2005","Iceland","Males","Persons in registered partnership","Total","Number",":",""
"2005","Iceland","Males","Widowed persons","Total","Number",":",""
"2005","Iceland","Males","Divorced persons","Total","Number",":",""
"2005","Iceland","Females","Persons in registered partnership","Total","Number",":",""
"2005","Iceland","Females","Widowed persons","Total","Number",":",""
"2005","Iceland","Females","Divorced persons","Total","Number",":",""
"2005","Liechtenstein","Total","Persons in registered partnership","Total","Number",":",""
"2005","Liechtenstein","Total","Widowed persons","Total","Number","1,512",""
"2005","Liechtenstein","Total","Divorced persons","Total","Number","2,003",""
"2005","Liechtenstein","Males","Persons in registered partnership","Total","Number",":",""
"2005","Liechtenstein","Males","Widowed persons","Total","Number","218",""
"2005","Liechtenstein","Males","Divorced persons","Total","Number","863",""
"2005","Liechtenstein","Females","Persons in registered partnership","Total","Number",":",""
"2005","Liechtenstein","Females","Widowed persons","Total","Number","1,294",""
"2005","Liechtenstein","Females","Divorced persons","Total","Number","1,140",""
"2005","Norway","Total","Persons in registered partnership","Total","Number",":",""
"2005","Norway","Total","Widowed persons","Total","Number",":",""
"2005","Norway","Total","Divorced persons","Total","Number",":",""
"2005","Norway","Males","Persons in registered partnership","Total","Number",":",""
"2005","Norway","Males","Widowed persons","Total","Number",":",""
"2005","Norway","Males","Divorced persons","Total","Number",":",""
"2005","Norway","Females","Persons in registered partnership","Total","Number",":",""
"2005","Norway","Females","Widowed persons","Total","Number",":",""
"2005","Norway","Females","Divorced persons","Total","Number",":",""
"2005","Switzerland","Total","Persons in registered partnership","Total","Number",":",""
"2005","Switzerland","Total","Widowed persons","Total","Number","407,368",""
"2005","Switzerland","Total","Divorced persons","Total","Number","459,045",""
"2005","Switzerland","Males","Persons in registered partnership","Total","Number",":",""
"2005","Switzerland","Males","Widowed persons","Total","Number","70,336",""
"2005","Switzerland","Males","Divorced persons","Total","Number","190,398",""
"2005","Switzerland","Females","Persons in registered partnership","Total","Number",":",""
"2005","Switzerland","Females","Widowed persons","Total","Number","337,032",""
"2005","Switzerland","Females","Divorced persons","Total","Number","268,647",""
"2005","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2005","Turkey","Total","Widowed persons","Total","Number",":",""
"2005","Turkey","Total","Divorced persons","Total","Number",":",""
"2005","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2005","Turkey","Males","Widowed persons","Total","Number",":",""
"2005","Turkey","Males","Divorced persons","Total","Number",":",""
"2005","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2005","Turkey","Females","Widowed persons","Total","Number",":",""
"2005","Turkey","Females","Divorced persons","Total","Number",":",""
"2005","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2005","San Marino","Total","Widowed persons","Total","Number",":",""
"2005","San Marino","Total","Divorced persons","Total","Number",":",""
"2005","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2005","San Marino","Males","Widowed persons","Total","Number",":",""
"2005","San Marino","Males","Divorced persons","Total","Number",":",""
"2005","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2005","San Marino","Females","Widowed persons","Total","Number",":",""
"2005","San Marino","Females","Divorced persons","Total","Number",":",""
"2005","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2005","Azerbaijan","Total","Widowed persons","Total","Number",":",""
"2005","Azerbaijan","Total","Divorced persons","Total","Number",":",""
"2005","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2005","Azerbaijan","Males","Widowed persons","Total","Number",":",""
"2005","Azerbaijan","Males","Divorced persons","Total","Number",":",""
"2005","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2005","Azerbaijan","Females","Widowed persons","Total","Number",":",""
"2005","Azerbaijan","Females","Divorced persons","Total","Number",":",""
"2006","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2006","Belgium","Total","Widowed persons","Total","Number","718,897",""
"2006","Belgium","Total","Divorced persons","Total","Number","782,761",""
"2006","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2006","Belgium","Males","Widowed persons","Total","Number","136,476",""
"2006","Belgium","Males","Divorced persons","Total","Number","358,227",""
"2006","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2006","Belgium","Females","Widowed persons","Total","Number","582,421",""
"2006","Belgium","Females","Divorced persons","Total","Number","424,534",""
"2006","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2006","Bulgaria","Total","Widowed persons","Total","Number",":",""
"2006","Bulgaria","Total","Divorced persons","Total","Number",":",""
"2006","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
"2006","Bulgaria","Males","Widowed persons","Total","Number",":",""
"2006","Bulgaria","Males","Divorced persons","Total","Number",":",""
"2006","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2006","Bulgaria","Females","Widowed persons","Total","Number",":",""
"2006","Bulgaria","Females","Divorced persons","Total","Number",":",""
"2006","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2006","Czechia","Total","Widowed persons","Total","Number","759,496",""
"2006","Czechia","Total","Divorced persons","Total","Number","949,463",""
"2006","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2006","Czechia","Males","Widowed persons","Total","Number","118,445",""
"2006","Czechia","Males","Divorced persons","Total","Number","417,650",""
"2006","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2006","Czechia","Females","Widowed persons","Total","Number","641,051",""
"2006","Czechia","Females","Divorced persons","Total","Number","531,813",""
"2006","Denmark","Total","Persons in registered partnership","Total","Number",":",""
"2006","Denmark","Total","Widowed persons","Total","Number","325,104",""
"2006","Denmark","Total","Divorced persons","Total","Number","420,452",""
"2006","Denmark","Males","Persons in registered partnership","Total","Number",":",""
"2006","Denmark","Males","Widowed persons","Total","Number","71,812",""
"2006","Denmark","Males","Divorced persons","Total","Number","183,628",""
"2006","Denmark","Females","Persons in registered partnership","Total","Number",":",""
"2006","Denmark","Females","Widowed persons","Total","Number","253,292",""
"2006","Denmark","Females","Divorced persons","Total","Number","236,824",""
"2006","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number",":",""
"2006","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number","6,041,838",""
"2006","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number","5,763,425",""
"2006","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number",":",""
"2006","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number","1,111,478",""
"2006","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number","2,621,463",""
"2006","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number",":",""
"2006","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number","4,930,360",""
"2006","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number","3,141,962",""
"2006","Germany including former GDR","Total","Persons in registered partnership","Total","Number",":",""
"2006","Germany including former GDR","Total","Widowed persons","Total","Number","6,041,838",""
"2006","Germany including former GDR","Total","Divorced persons","Total","Number","5,763,425",""
"2006","Germany including former GDR","Males","Persons in registered partnership","Total","Number",":",""
"2006","Germany including former GDR","Males","Widowed persons","Total","Number","1,111,478",""
"2006","Germany including former GDR","Males","Divorced persons","Total","Number","2,621,463",""
"2006","Germany including former GDR","Females","Persons in registered partnership","Total","Number",":",""
"2006","Germany including former GDR","Females","Widowed persons","Total","Number","4,930,360",""
"2006","Germany including former GDR","Females","Divorced persons","Total","Number","3,141,962",""
"2006","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2006","Estonia","Total","Widowed persons","Total","Number",":",""
"2006","Estonia","Total","Divorced persons","Total","Number",":",""
"2006","Estonia","Males","Persons in registered partnership","Total","Number",":",""
"2006","Estonia","Males","Widowed persons","Total","Number",":",""
"2006","Estonia","Males","Divorced persons","Total","Number",":",""
"2006","Estonia","Females","Persons in registered partnership","Total","Number",":",""
"2006","Estonia","Females","Widowed persons","Total","Number",":",""
"2006","Estonia","Females","Divorced persons","Total","Number",":",""
"2006","France","Total","Persons in registered partnership","Total","Number",":",""
"2006","France","Total","Widowed persons","Total","Number",":",""
"2006","France","Total","Divorced persons","Total","Number",":",""
"2006","France","Males","Persons in registered partnership","Total","Number",":",""
"2006","France","Males","Widowed persons","Total","Number",":",""
"2006","France","Males","Divorced persons","Total","Number",":",""
"2006","France","Females","Persons in registered partnership","Total","Number",":",""
"2006","France","Females","Widowed persons","Total","Number",":",""
"2006","France","Females","Divorced persons","Total","Number",":",""
