IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,NOR,Norway,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.06,,,,,,19.06,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,SWE,Sweden,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.12,,,,,,19.12,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,AUT,Austria,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.14,,,,,,19.14,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,GRC,Greece,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.27,,,,,,19.27,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,ISL,Iceland,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.27,,,,,,19.27,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,CYP,Cyprus,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.36,,,,,,19.36,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,AUS,Australia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.38,,,,,,19.38,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,PRT,Portugal,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.40,,,,,,19.4,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,FIN,Finland,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.44,,,,,,19.44,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,LUX,Luxembourg,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.45,,,,,,19.45,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,FRA,France,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,19.48,,,,,,19.48,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,MLT,Malta,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.48,,,,,,19.48,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,ISR,Israel,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.49,,,,,,19.49,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,19.54,,,,,,19.54,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AMR,Americas,Country,CAN,Canada,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.56,,,,,,19.56,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AMR,Americas,Country,CRI,Costa Rica,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.56,,,,,,19.56,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,ITA,Italy,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.63,,,,,,19.63,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,CHE,Switzerland,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.85,,,,,,19.85,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,ESP,Spain,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.96,,,,,,19.96,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,JPN,Japan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,20.04,,,,,,20.04,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.35,,,,,,20.35,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.60,,,,,,20.6,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,FRA,France,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.67,,,,,,20.67,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,JPN,Japan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.54,,,,,,21.54,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2015,false,Sex,Male,MLE,,,,,,,,,,7.85,,,,,,7.85,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2015,false,Sex,Male,MLE,,,,,,,,,,8.38,,,,,,8.38,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2015,false,Sex,Male,MLE,,,,,,,,,,8.67,,,,,,8.67,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,9.27,,,,,,9.27,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2015,false,Sex,Male,MLE,,,,,,,,,,9.38,,,,,,9.38,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2015,false,Sex,Male,MLE,,,,,,,,,,9.41,,,,,,9.41,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,9.65,,,,,,9.65,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2015,false,Sex,Male,MLE,,,,,,,,,,9.91,,,,,,9.91,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2015,false,Sex,Male,MLE,,,,,,,,,,9.98,,,,,,9.98,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,10.01,,,,,,10.01,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,MWI,Malawi,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.25,,,,,,10.25,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.27,,,,,,10.27,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,NAM,Namibia,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.27,,,,,,10.27,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.28,,,,,,10.28,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,10.46,,,,,,10.46,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,10.57,,,,,,10.57,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,10.64,,,,,,10.64,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,10.66,,,,,,10.66,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,10.69,,,,,,10.69,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,10.70,,,,,,10.7,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,10.71,,,,,,10.71,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,10.72,,,,,,10.72,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.75,,,,,,10.75,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.79,,,,,,10.79,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,BLR,Belarus,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.80,,,,,,10.8,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,TGO,Togo,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.81,,,,,,10.81,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GAB,Gabon,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.84,,,,,,10.84,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,AGO,Angola,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.85,,,,,,10.85,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,10.91,,,,,,10.91,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.93,,,,,,10.93,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,TCD,Chad,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.98,,,,,,10.98,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,RUS,Russian Federation,Year,2010,false,Sex,Male,MLE,,,,,,,,,,10.98,,,,,,10.98,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.00,,,,,,11,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.02,,,,,,11.02,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,BDI,Burundi,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.03,,,,,,11.03,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,UGA,Uganda,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.04,,,,,,11.04,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.05,,,,,,11.05,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GHA,Ghana,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.06,,,,,,11.06,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.07,,,,,,11.07,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ZAF,South Africa,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.08,,,,,,11.08,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.10,,,,,,11.1,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,KEN,Kenya,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.11,,,,,,11.11,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.13,,,,,,11.13,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,BWA,Botswana,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.18,,,,,,11.18,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.18,,,,,,11.18,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GIN,Guinea,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.22,,,,,,11.22,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.30,,,,,,11.3,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.30,,,,,,11.3,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.31,,,,,,11.31,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.32,,,,,,11.32,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.33,,,,,,11.33,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AMR,Americas,Country,GUY,Guyana,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.34,,,,,,11.34,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.34,,,,,,11.34,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.39,,,,,,11.39,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.42,,,,,,11.42,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,COG,Congo,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.44,,,,,,11.44,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.45,,,,,,11.45,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.50,,,,,,11.5,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.51,,,,,,11.51,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,UKR,Ukraine,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.51,,,,,,11.51,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,TCD,Chad,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.56,,,,,,11.56,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,BEN,Benin,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.59,,,,,,11.59,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.59,,,,,,11.59,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.62,,,,,,11.62,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.63,,,,,,11.63,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.63,,,,,,11.63,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,COG,Congo,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.65,,,,,,11.65,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.68,,,,,,11.68,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.68,,,,,,11.68,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.68,,,,,,11.68,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.69,,,,,,11.69,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.70,,,,,,11.7,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.72,,,,,,11.72,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.72,,,,,,11.72,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.74,,,,,,11.74,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GMB,Gambia,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.74,,,,,,11.74,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.77,,,,,,11.77,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,COG,Congo,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.81,,,,,,11.81,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,GIN,Guinea,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.81,,,,,,11.81,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,MWI,Malawi,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.83,,,,,,11.83,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,TJK,Tajikistan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.84,,,,,,11.84,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.86,,,,,,11.86,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.86,,,,,,11.86,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.86,,,,,,11.86,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,11.87,,,,,,11.87,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.88,,,,,,11.88,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,AGO,Angola,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.91,,,,,,11.91,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.93,,,,,,11.93,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,TGO,Togo,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.95,,,,,,11.95,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.95,,,,,,11.95,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,11.96,,,,,,11.96,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.96,,,,,,11.96,,,EN,2020-12-04 00:00:00
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),text,AFR,Africa,Country,BDI,Burundi,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,11.98,,,,,,11.98,,,EN,2020-12-04 00:00:00
